tweets,ClassLabel
user thank you mr president trump maga,0
19 tourists shot dead in nevada with 12gaugesawedoff savage stevens 311dthenra calls gun control research unethical,0
user hey maga hows all that newfound wealth treat in yad t really has his finger on the pulse of america,0
user my goodness you are a goddess,0
user user omg this will be so good,0
user user user user any article headlined jesus the original deplorable isnt worth even a second of any ones time and the fact that your foxnews watching self is accusing liberals of following their own biases over facts is hilarious or it wou,0
user user liberals will be complaining that his presence hurts recovery in 543,0
user user actually he is a soy boy,1
user i can tell you suck but sure,1
live now daddy dragon user on user url the constitution is the solution wwg1wgamagamegadaddy dragon black mirror url follow the white rabbit qq a non url url,0
user our president isnt radical izing anything your antifa resist mobs are thats you gas lighting lol saul alinsky much we the people great awakening,1
user but he sa hollywood elite,0
user user user user user so your in favor of gun control because thats what switzerland has ami correct in saying that,1
im waiting for qdropwwg1wgaqanonqarmyma ga,0
user there is no such thing as an antifa warrior they are all coward bitches marcus smart is tougher than that by far,1
user you do what you need to do you are an amazing person who cares what others think,0
user not quite accurate true conservatives dislike trump its everybody who s not a liberal or conservative that is displeased with her,0
user user user user user user user user user user user user user user users he is very affectionate and purrs nonstop,0
user all we need now is a gang sign,0
user user stop wasting your time and breath with user he is a complete waste of space why not speak with the few decent folks on fox like baer or she p,0
user user user one from adelaide and one anti fai now understand why your both so angry,0
users he is full of bs all she is fighting for is another million dollar payday,0
user user forget montel those who speak so speak from their own delusional disgusting truth he is not worth it trash pick up coming url,1
ted cruz definitely took me me warfare lessons from trump after the 2016 primary impressive me meinglatelymagakagtxsen keep texas red red wave url,0
user he is one sick dude,1
user liberals the fbi can investigate if you ask also liberals can you believe trump ordered an investigation of a private citizen hes a dictator,1
user but antifa are only anti fascist romney told me so she wouldnt throw a brick at you unless you were ana,1
user no problem cory rip to your aunt we all know she is proud of what you have done over the years and she is in a better place now so dont worry she is watching over u,0
user he is like really smart,0
user who said canada even wants him we have enough entitled liberals here already,0
user ill have him at the height of ecstasy all over my body,1
user user keep up the good work jur ky you will have ca broke by the time you leave just about there today yes is old my property in rancho mirage limited hurt,0
user its ok to accuse a person ofasexcrime30 years after it happened for the use of obstructing a hearing for a supreme court justice you liberals have totally gone batshit crazy you will not slow down anything this november will show you that,0
user user user you definitely made judgements about me and your tweet s prove it i made reasonable observations based on what you said about yourself you disagree and thats fine applying your own advice is something you should try make america grea,0
user and a new knife,0
user user i am canadian live in the us and amex special forces ive handled everything from abbgunto155mm howitzer and tow missles and antitank weapons the us lack of gun control is by far the fucking stupidest part,1
user user you are way off,0
user i love the comments about squishy conservatives and their support of the need for guest workers sounds like user,0
user this is mainly user fault he is to blame,1
may must go and there needs to be a general election may has no ability to face up to brussels machine because she does not believe in what she is doing user will pay a high price for betrayal of the uk oblivion stand up 4brexit elect a leader who uk can be believe url,0
user user privilege lane maga blvd good ole days avenue,1
14 in every girls life theres a moment when she realises that her mother just might be more messed up than she is gossip girl,0
user hahaha lunatic liberals are just too busy virtue signaling that they still dont get it url,1
user user user feinstein needs to go her husband should be investigated for his china deals and the post office deals she is conflicted and this is below dignity,1
user user well we ve been fucked by bama twice since we got here so were almost tru fans,1
user user bitch i wanna know,1
user user but you are still going to jail th of redo url,1
user which one lol,0
user user i understand the logic of all that but the person living there will also know the background of who the mother is and why she is there to honor her daughter on that day it escalated quickly and now the mom is dead so unnecessary,0
and this from california maga url,0
user users he should be treated like the man that she is,0
user its a testament to how fucked this world is that she is free to spout all this bullshit and not be in jail or even being investigated for statutory rape,1
user user user user user user user user user user why are all obama s records sealed if he had the most transparent administration in history doesnt sound transparent to me maga,0
user user give me anh give me ay give me ap give me a no give me ac give me ar give me a i give me at give me ae give means whats that spell liberals,0
user user take your fish and get out,0
user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user mad,0
user you are too cute amp adorable to handle such a cutie how can i let you golobeyoumylove4everurl,0
user user this is absolutely hilarious liberals are so predictable,1
gallup record low percentage cite economy as main us concern url t cot maga red nation rising,0
user fool,1
user user user user stop playing the pronoun game what sides are being talked about because a case can be made that both democrats and republicans are responsible due to both kowtowing to money from nra and manufacturers but not both sides of anti,0
user wth what happened to gun control,0
users he sano suite so she is de region is ed,1
user user user antifa the anarchist who wants to abolish government by joining it url,0
user it isnt so much that liberals are ignorant its just that they know so many things that arent so ronald reagan url,1
user user user im really not on any side of this mess but all day people were siding with card i talking bout nicki and do shit jsjdhkdfhjfkfkhsjdhdmess ssss s,1
user user user user democrat antifa same bunch,0
user user user user user user user are you a major figurehead in antifa or just identify as one,0
user user you mean like soros does for bamn and antifa,0
realtor ng giveaway how many are ready for our friday giveaway re tweet if you are,0
user users he is but thats not why were friends,0
user or a mongoose that goes after a king cobra despite knowing one bite can off him im a big animal analogy guy,0
user user they gone ea this high yellow ass,1
user than we wonder why the dems are blooming idiots here is a fine example how to teach your kid to be a vulgar protester way to go dems this kid will grow up to become president of antifa,1
user user so many conservatives are just as bad as liberals,0
if hate speech were against the law all of mainstream media would need to be locked up because they do it daily and so do democrats liberals progressives look at the marches and their signs amp their speeches the very definition of hate speech url,1
user users he is all women url,0
user user user emo thank you and keep up the good work all of you for fighting against the fake news of the msm by tweet ing and re tweet ing what is true good work you are maga,0
user user user he is being sued for sexual assault,0
then ill take more seriously conservatives asking cultural questions about whether acts as a 17yrold should be disqualifying for a scotus seat,0
user liberals wear puy hats for a reason,0
user how come liberals dont question this,1
user if you are running for reelection on the economy your ein big trouble there are 2 things that dont add up in your great economy pitch gt wage growth amp the deficit in other words your e screwed update your resume november is coming,0
user user antifa is a terrorist organization funded by george soros,0
user user user user so the ndp and liberals are the same because they are both left they are two way different parties for example ndp is way more socialist than the liberals and lean way more left,0
no deal br exit is the better option despite the bullshit user user et al would have you believe chequers plan will be the downfall of theresa may and the user the only bright side is when we have a br exit eer as pm things will change,0
user user user me or the tory lady because what i wrote was about all their failings,0
user user user user bribery is giving something to someone like the nra giving republicans money that came from russians for ignoring gun control that 34 of americans want no one is saying their giving you anything its time you represent them a,0
now playing water slider by she is summer url,0
user user user user user user user user user user user user user user following all patriots maga,0
user user user user user just admit manchester isnt blue pal and everyone will be calm when you are the most successful club in the country let alone manchester than we can talk,0
user user user you are full of shit sweetie,1
user user user user user user user user user user user user user user user user user user keep the red wave rising help to promote and follow all maga god bless the unitedstates of ame,0
user he is talking about i dont need excuses i just need my money,1
user user exactly well said maga,0
user user gail has dropped far if she is going after actors like rob to deal with the frustration of being a has been,1
user thank you but you are not addressing my question my husband made a booking during that period and now his personal data is out there for sale,0
user thats very true theresa most of those mps however call themselves conservatives oddly enough,1
it is the consensus of the republican party that sexually assaulting a15 year old girl should not disqualify a judge from sitting on the highest court in the land and making life or death decisions about womens health maga,1
user both the liberals and conservatives have failed the people proportional representation would fix this harpers failures are still fresh in my mind now trudeau s broken promises i have to vote for anything but again,0
user thanks colleen means a lot to me she is doing good about 4 hours away from louisville kentucky,0
user user the difference between a demon and a pedophilia priest a demon lets you know its there,0
user has done this tome and many others shut off functionality and targeted censored conservatives foxnews user url,0
userid km an pretty sure they re just good bros that are fiscal conservatives when it comes to room and board,0
user user user user eddie you are the king of ls you need to learn how to get ws mike and i consistently get ws which is something that you cant ever get,0
exactly what the leftist lib tards wanted to happen try are a corrupt and miserable party url,0
maga why she not being prosecuted url,0
user user anyone with the facts would not share this opinion once again the conservatives fabricate problems where there are non and crisis where non exist rule by fear is the conservative mantra,0
user you are so dope man,1
user user user if by conservatives you mean people that work and pay taxes to help support people like you then i guess we are dumb thinking that you would appreciate it instead of wanting more and more get a job start paying taxes and see how much yo,1
user just the one registration or all of them asking for antifa and democrats vote early vote often,0
user is that some weird invitation for a treasure hunt where the goal is to find his old dead name is it because he feels the need to prove that he is trans or because ppl didnt care about it enough either way im not going to join,1
user user i warn you against asking for that this rosh hashana look how gun control worked out for us in germany,0
user migration advisory committee says immigration has had no impact on infrastructure or services so could it be user cuts instead,0
user user megumi im sorry i asked to see your tits,1
user user at a community meeting he did not answer the question about gun control just skirted around it,0
user user user user user user user user user user user user user user user user user user user user user users he is jus here to observe,0
user happy birthday hope you are having a wonderful day,0
user conservatives can be respected up until the point where they start winning,0
user user those are the liberals,0
user no maga is true many are getting arrested url,0
user user user well said she gets more negative feedback than anyone ever because she is always defending her bad behavior way to show her little girl how to act,1
user brett kavanaugh is the right man for the job liberals need to give up already,0
user dont worry your time will come play hard and listen the coach frost he is a winner a championship coach,0
user did you find out where senator collins is sleeping let us know so we can send some antifa goons to her house to straighten her out,0
user user user user users he can do a googlesearch of protests by antifa but she already knows that its called being blind i would never support a conservative protest where they beat people up and destroyed property,0
user are you still blaming the black man for everything americans remember antifa,0
user this confirmation is a done deal he said she said and she sa leftist antifa nobody,1
user do the dems ask for gun control in chicago,0
user user user jehovah and yahweh is most immoral seriously he is one big lying contradiction,1
user you are important to me so i would like that you think more in your health and rest well bc you always work hard for army i purple you,0
baltimore has 5 shootings over wkend criminals really follow those liberal gun control laws smh baltimore is a shithole gun control,0
user user user iwas15gti can remember everything time place witnesses it old and who drove me home i was glad i was still alive too many women out here know the truth so who are the dems running this scam for their gruber brained antifa cro,0
user user exactly,0
user pussy and ass are different times and ive never in my black life ever atec hittle rings lol,1
user uh all of their signatures are on the record genius maga,0
user user user user user user user user user the feeling is mutual sunshine you are probably antifa,0
user user user user user you better pray hard because i will come in with him being guilty and he better prove he is innocent and if its a child he can wrap it up prison is his destiny women can liebut1 in a million lie about sexual assault sand,0
user he wants in the whitehouse url,0
user because he is a republican,0
user nobody wants a supergirl movie the show is shitty enough,0
user user i am upset you know why because i remember following you based on the content of your post i followed you around the 2016 election you and many others l kke me were fighting for hillary against real sexism and stupidity all i asked was why,0
that puts everything into perspective maga on url,0
user but not long ago the same ray went off on a follower who quite possibly pays for his services for pointing out a guy dont remember who forgetting injured again you guys pay this assholes bills,1
user user sounds good false or not she is willing to testify,0
user user user hes not an opportunistic liar nor have you proven he is so your whole argument is fake news,1
user ms clinton you are a class act my response to that idiot would likely land me in twitter jail but would totally be worth it i hope you run for office one day,1
fes heyes the rise in support for gun control has given me a new view on the topic drugs are illegal and criminals still have them the same would happen with firearms law abiding citizens would lose their right and nothing would change to the criminals url,0
user user you do know gun control doesnt mean the public shouldnt have guns it means stricter gun regulations and making the process of acquiring guns harder than it is now you can go to a gun store and get a gun and leave in22minuets you can go,0
user conservatives keep telling us how a few million immigrants are ruining the economy how would multiplying those numbers several times help that,1
user ever heard of antifa or soros now now thats radical,0
user user user user its the people that shouldnt have them thats the problem exactly thats gun control keeping them out of the hands of those who shouldnt have them,0
user i would think already since you are only following half the people that are following you it is called the follow back resistance,0
theresa may monster may conservatives must answer for their crimes dwp crimes dwp torie stories out url,1
user god help us if that happens,0
user he is just carrying out maxine waters mission red wave rising goodbye democrats,0
user what about all the refugees that destroy the country radical islamic you will get out them to their countries cleaning canadacanada election 2019 canada conservatives,1
user user how about sensible gun control,0
user user user i understand how u feel but thats something the liberals would do they go low we dont please were not antifa the yr were not going around shooting at conservatives they do were not the lying communist socialist l,0
user that he is,0
user good riddance,0
user user isnt the nra that propaganda pushing corporate lobby group that cares about profits and only profits no idea who the rest of these crackpots are that guy looks like he has an ar15 stuck up his ass,1
user user hed probably get his face bashed in by a horde of angry antifa armed with lead pipes,0
user depending on a government or politician to furnish ones basic needs make the individual or group of citizens lazy,0
user user user user user user user user user user user user user user user user user thankyou for adding me razor patriots if you are nt following my primary account user will you take a minute amp follow me thanks amp maga,0
user user user so what if she is,0
user you are,0
user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user lets roll maga patriots add te,0
user user user user user user user user user the majority of those are suicides you can not provide evidence that gun control reduces homicides,1
user user sorry for the democratic party is the party of hate they formed the kkk and antifa the gop its finally got back in the office and the economy is booming and people have jobs wow overlook this you liberal people are the most trashy ignorant,1
user he san actor please wake up,0
users he is tripping,0
user the tide is changing the dems on defense amp the msm are at a lost they know what is coming very soon no one gets a pass q a non trust the plan wwg1wgaloveouruser45maga kag kavanaugh for scotus will be area,0
user user user user user youll prob hear me screaming,0
user can connecticut get a date if around the fairfield county cough bridgeport cough it will be hard to go to new york if people got school,0
user user fuck the steelers bah on my mama thats some racist shyt they doing dont wanna pay that dude and call him selfish for not wanted to report,1
user user user alien i legal see,0
user i guess people wont be voting conservatives in the next provincial election,0
user oh my gosh i love her a beautiful loaflt3 you are an angel for taking care of her,0
user user he is great wish they moved him to 7slot before tucker,0
user user user you have of notice that he is not too much appreciated anymore here at the moment good evening i sorry for my english wrote,0
user user user user user oh and how do think the victim feels im sure she is fine with the death threats and insults shes been getting spewed at her by you fine christian conservatives,1
user either way we have your back dont be thinking that you are dealing alone out here,0
user user liberals didnt give juanita broderick a chance to be heard or keith ellison s accuser cant have it both ways,0
user user user i suppose if the anti trumps had accepted their loss with grace did some soul searching and worked to draw voters then the animosity wouldnt exist instead pussy hats antifa trump supporters nazis the resistance impeach ement w,0
user user user user user user user user user user user yass ss trump wins lawsuit cali court overturns gun control law url via user,0
10 winning arguments against gun control liberte n nial url,0
user if this woman was telling the truth and was told about it years ago then the accuser lied in her letter when she said she didnt tell anyone this second woman kills her credibility and shows that liberals are willing to lie to stop k,0
user the klan was the militant arm of the democrat party i havent seen a past member in public since sen byrd died antifa is the new militant arm,0
user we are done you have no knowledge base for any of this and you are drunk on lies,1
user vote cruz be to is part of the deep state that will turn control back over to the corrupted liberals,1
user everyday breitbart finds a new hill to die on and everyday the sheep follows its lies,0
user can we all stop pretending that the catholic church is not the seat of satan on earth,1
user thats your opinion barb z attacked remy the same way now she is acceptable card iis26nickis flow and style changed in the beginning of her career,0
2iam absolutely furious with my fellow conservatives when they say this sounds credible or if its true do you guys have short term memory that only goes back 90 days,1
user user and i dont call striking down gun control legislation curtailing our civil rights gun control legislation is just common sense,0
user and bill maher should try getting back into comedy,0
user red flags shes a professor at a liberal school and shes unable to have healthy relationships with men translation she san antifa dyke out to stop a conservative judge and president trump even if she has to lie,1
user he is such a dol the just loves being able to push people around,0
users he is among friends ira friends a terrorist loves a terrorist,1
user creepy old pedo desperately trying to be relevant just an old guy from the old world which trump has shattered,1
user user user trump is done you are a anti ameican pro trump azz,1
user user user user user so conservatives never get abortions were you alive when abortions were illegal i hear it was a pretty awesome time in history,0
user user ppl must realize by now hrc only speaks when she is told to speak and only what she is supposed to say hrc hasnt had an original thought since college and probably before research her pas with her ss guards and you will see how calm and,0
user so liberals will cheer they live illegal aliens,0
users he is a brave woman i thank her for telling her truth and am sorry that it was not on her own terms,0
user shows data wont convince supremacists that ac a gun control are good for them they know still vote against their interests because racism the question to ask is not how to change their minds but how to win elections valuing health 2018,0
user user because he is the most influential person in politics much smarter than anyone on the left air america worked out well didnt it,0
user if she is closeby i dont mind checking in on her im in greenville nc,0
accidentally bought the baby spinach and baby kale mix at the grocery store and honestly its kind a ruining my week health sucks,0
user you are more then welcum,0
user eg antifa holding the position that police are racist or should be killed generalizations such as those are what id call attacking law enforcement attacking the cancer in the body is not the same as attacking the body even if its systemic,1
user user you sound like the nra saying its too soon to talk about gun control if they were close to caras u say they would have seen the perp stop making excuses the child is the victim here if there are ppl who dont know parents never,0
user get her out and a new day will dawn what will you have for br exit,0
user this one is tough its too easy to hold a grudge but fucking hard to let go,1
user still remember this show sucks man,1
user dont forget the illegals you are fighting for with taxpayer money,0
user users he is now going to the neuro realist crowd to complain that she just wants to be inclusive and that the nd community is attacking her for being white,0
user awww were going to miss you,0
user user im that girl that said what the fuck nahi wish i had the money for that concert but that dbe my reaction too lmao,1
user i still dont get why this is a story or why she is a hero to the left she allegedly slept with what the left considers to be the most repulsive nazi to ever walk the earth and shes praised for it,0
user god bless you sir,0
user the vile creature is trying to portray herself as some fierce bitch at the same time she knows thats not what the gun control conversation is about paper tiger,1
user these headlines you are on really dangerous ground for a publicly funded company who do you think you are,0
sad news what republicans conservatives deplorable s forget am democrats liberals tolerable s also am we the people american people,0
user tell that to him he is very perfectionist i dont think we will change that ever,0
user everyone please vote for vicki barbo lack she is the most amazing kindhearted funny and loved person on that stage no one has earned this more than her,0
user im not saying he is worse i have no clue tb him js that shits gonna be terrible if thats the case tl gonna explode,1
user release the documents do not listen to the antifa crowd,0
user user live dangerously,0
user donald trump in nevada either at that mag a rally or tge gop convention his hollowing out of america touro rasputin likes to put it project red wave,0
users he is a liar like hilary clinton,1
now thats interesting jfk jr user kennedy q a non mag a magical url,0
user user correction liberals deliberately distorting,1
user i cant even listen to any of these idiotic liberals they all seem a brick short of a load,1
user go after nra if they allowed gun control this wouldnt happen,1
user you are welcome i dont always say it but im so great full for this everything thankyou we had nothing and you and thor has given us everything so if you ever need anything in return just say the word and we will help she truly was j,0
user i really thought so he is the god of rap how do you come back from that,1
users he is a hot one,0
user user we loved hearing laura speak in duluth she is truly a strong supporter of our beloved president we need to flip mn red,0
republicans grow some balls and start playing dirty like these liberals assholes do url,1
user fake news or propaganda is the enemy of this country,1
user liberals support this i thought,0
user at this point its just a money grab theyre not even trying to hide it now,0
user time to kick may out and take on br exit as it should ofbeendone2 years ago conservatives may must go,0
user user user user user user user user yes his brain was effected he is one of the sharpest attorneys in america but maybe it effected your brain is tge what you meant,1
user user user your hatred is so deep that you construct the truth on how you want to see it trump continually insist on saving social security and it was obama who bow down to every country and apologize for america whats wrong with you are youth a,0
user cause they re assholes,1
me too is the best weapon the liberals have because there is no due process its all disgusting and woman are the ones using it as the weapon shameful and typical liberalism use emotions for their own benefit user poster child for using woman,0
user user user user i still find it hilarious that people like you think that literally any response to a comment is liberals being upset and that getting a liberal upset is some kind of accomplishment,1
user user user user user a woman in my town honked at an asshole driver who cut her off he followed her home and beat her with a crowbar,1
user be careful mr tepper be very careful,0
user user i tape it then when he is talking i fast forward it its funny to see his lips moving and not hear him,0
user fixing that headline for you antifa protestors chant we believe christine ford,0
user cuz its the truth and they dont like that one bit doesnt fit their agenda maga,0
user pumped you are back playing gowin you a ring favorite player bp4redsgoredsox0,0
remain ers whining are also in denial about the news around the rest of europe read dictionary on democracy totalitarian be y ray al inevitable youtube and over brexiteumbgamegamagamcga conservatives patriots url,0
user he is nuts who would have ever imagined that the us would have concentration camp she is the devil,1
user thats why they lobbied the government to ban reaserch funded by e the cdc that could be used to argue for gun control guns in the home dont make you safer quite the opposite,1
antifa ally yvette fela rca takes a hit to the head berkeley 8518urlvia user,0
user now just vote him out he is a known racist,1
user its amazing how the democrats are always leading in the cnn polls all the liberals live for is the polls that they control liberals are insane,1
user you already know he is and then blown coverages that gave ole miss td,0
user is the only one worth slapping your cock on cock tribute and cumming all over cum tribute she is my cum slave after all,1
user huh i want gun control eliminated i want all americans to be able to keep and bear arms if they abuse that right then deprive them of it,0
user is wear im so glad my fat ass never drunk that shit im tryna be slim but not crackhead slim,1
user user but the president he is that bad,1
user user user user user user user user user user user user user user user user user user user heres our response to user antifa dont you ever ask our family for donations to antifa ever again url,0
user user user sucks for you,1
im starting to think these things are a cover for maga it distracts people from paying attention to trump url,0
user it freaking sucks,0
user someone wrote it for her she is irrelevant,0
user following the constitution is not victimizing user and liberals in general despise the constitution,0
user you are far too kind,0
user if you love our cops so much why do you make it your life s goal to take away tools they need to stop crime and put their very lives at risk why do you support antifa thugs who assault cops and screech all cops are bastards,1
user the liberals are really displaying hate amp their message of division republicans really need to take advantage of this by welcoming the disgusted democrats that had enough with their party amp want a solid policy amp no more insults,1
user missing words are politically motivated i have visited israel in the past four times i am not antisemitic there is more antisemitism and racism in the user party i have never encountered antisemitic thoughts or actions in the user party,0
user user here are the people who hold you up and who you hold up 1st photo they are beating a republican korean warvet2ndamp3rd photo antifa is beating minorities lgbt and kids because they are conservative the left your left is all abo,0
liberals conservatives neoliberalism amp globalization amp all of its discontents ppp corporate welfare dilution of constitutional rights freedoms amp justice socio poli econ financial corruption amp part i cratic collusion of cdn politicians for 1ersurl,1
user user i think she is lying about that too i have seen no threats and i have seen a thousand comments and articles on this story,0
user user im glad you are doing something fun,0
user user i think user is corrupt a back biter and a snake,0
user user you are welcome,0
user good kind of makes you wonder what these boneheads have really accomplished getting people to not watch them and support their team mission accomplished we wont watch m agaist and boycott nfltrump2020,0
user user best way to convince ppl the a moment isnt unforgiving is to savage any person who dares question your for giving ness,0
user its odd because they could easily withdraw him and get another acceptable to conservatives seated before new congress is seated in january,0
see she is the sweetest url,0
user if you are displaced its on facebook watch disclaimer facebook watch kinda sucks,0
user now you are a netflix whisperer jack of all trades right here,0
user user user they are nt making fun of the woman they are making fun of the liberals supporting barbaric tradition of covering a womans body with a garbage bag because men might be inclined to rape them at any given moment,1
sitting here tonight thinking and its made me well wanna go back to maga next year,0
user tua has rb type vision he is a,0
kavanaugh cant back out of nomination he couldnt go back to dc circuit wno repercussions this charge will follow him when dems take back congress they will launch investigations conservatives who lie to get judgeships will be impeached for high crimes amp misdemeanors,1
user user and ban him from the booty,0
user conservatives apparently wont do anything because the only thing out of your mouth is words saying what you will do without explaining how you will do it thats ok we had a decade of harper showing us the how you obviously know what canada thoug,0
democrats want their pound of kavanaugh flesh url t cot maga red nation rising,0
users ad part is she knows she s sick she knows what she is doing she has been a crook all her life shes a very sick woman god have mercy of her soul,1
user user user user user user user user user user user user user user user user user user charts by david websters briefings on benefit sanctions nov2013tosept2018url,0
user so fucking what it doesnt matter if they found the dead sea scrolls or the colonels secret recipe this man should not be dead but he is so due to the ignorant negligence of someone else,1
antifa caught off guard after getting confronted by the last person they url via user go scott he is one of the strongest supporters of trump the persistance,0
user its so sad i grew up in a christian republican home and longed to be free like liberal cool kids you new liberals are worse than 1950 parents you ruin everything in your quest to prove getting picked lasting ym wasnt because we wanted to play n,0
user user user if any left leaning freak attacks mei will attack back but so many conservatives are just compliant happy with just bitching and complaining how can we fire people up the left has got energy lots of it and if things dont change,1
user user just what a communist would do destroying america lockhimuptrump2020maga,1
user user user that was what was observed initially any interest in covering how the opposite has occurred since then according to all research and that it ended up being a smart marketing strategy better make another when antifa attacks video as3,0
users he isnt believed because of the lack of evidence she is presenting 3 decades after the fact her being a woman has nothing to do with it,0
user user technically speaking he is hamstrung by drug amp alcohol addiction,1
mb poli winnipeg on poli can poli welfare rates for single people in ontario on reserve small town small city were 600 with liberals i remember welfare rate in manitoba when i was on welfare when ndp were in power were 500thendp government in manitoba gave me 285 for rent,0
user user user user user oh yeah sure anti faisant i fascist also free speech is for everyone liberals conservatives centrists fascists communists anarchists an caps etc i live in the us and not a fascist state that bans what it thinks is,1
user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user us,0
user and somehow trump is divine prophecy hes helping them all the wonderful things they wanted to take away from women fuck religion 2,1
user user you are most welcome,0
user he should be talking about the chinese leader seeing they pollute the most,1
user user i watched you on with ari melber and you were great you are strong articulate and have a large heart that extends to those who need a voice congrats to you i guess we know whos the boss is now,0
user user we have a different opinion of what a better gun control law looks like in one case an illegal alien with no right to be here is involved in the other case americans have 2a rights can utell the difference between american rights,0
user bitch i took four years too jdk dk dd,1
user user pm is looking like the extra in the tory version of saw2018who suddenly realised that she must cut off her own limbs to survive if she escapes that particular nightmare she is still a politically deceased pm its impossible to appease muk ga,1
user spoke about a migrant found to be a member of islamic state telling user viewers we dont want her here as he makes his case for swift deportation of convicted terrorist sur la us pols a parli adelaide a better way url,0
user user users he is horrible wake up make america great again make america america again john james for senate,0
user user but refugees marijuana people kind gun control,1
party partylite conservatives 1book150subj insight site my favorite mythical creature the honest politician url,0
user user user user user user user user user user user user user user user user user re tweet to the end of time magatrump2020 and beyond,1
user al franken anyone any assault or harassment stays with you for a lifetime i was sexually harassed inhsbyacoachiwas17i remember it like yesterday and imalmost60 scott newman you are scum,1
and said kennedy was model of independent judge the attack on kavanaugh s character and integrity via35 year old accusations obscures his self characterization as next anthony kennedy there are no conservatives user in the senate,0
theresa may come on fellow conservatives lets get behind the chequers plan look its a winner br exit hard br exit do it now url,0
user thatcher had an agenda to crush the voice of the working people and user are doing the same again today join a trade union join the user party im with dave url,0
user what kind of classes are you taking you have ass homework is this an anatomy class,1
user diane feinstein maxine waters hillary clinton every member of antifa im sure the demon rat ic party could provide more examples but your e smarter than me in this realm red tsunami bury blue start vetting senators start vetting congressmen,0
user user california is a state in the usa how stupid do you have to be to think there is gun control,0
user both need to drink a cup of red ginseng tea and go to a neutral menopausal corner,0
user my mom left me a whole big squash any recipes you recommend i can do with a squash,0
user user and what if she is lying what if kavanaugh is the victim of a smear and character assassination what then,0
user user user he is a lord now,0
user eminem did gun control a machine gun kelly come back,0
user oh he is more than that lol,0
user announced that she is ready to represent the philippines in the user fashion show 2018url entertainment news,0
user user climate change is a trigger word for the tincan liberals,0
user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user you,0
user user user user user user user true but are all school shootings and accidents with toddlers done by bad criminals who would know how to get a gun highly doubt it these are spontaneous acts accidents that would be dramatically reduced by gun,0
user do you know how rare she is gingers are mostly males gorgeous,0
user user dont let the door hit ya,1
user user user user you should tell the user theyve just posted a tweet about how much better the railways are since they privatised them url,0
user another reason not to root for the panthers maga,0
user user user user user user user user user user she looks like she is planning a sneak attack,0
user the liberals sure are walking a very dangerous line,1
awwww w thank you so much you are a brilliantly talented writer and i am so thrilled to interact with you this thread is going to be epic url,0
user user user one day you are gonna be an expert mate,0
user you are a cheater casey,1
user kerry is so full of shit he is undermining things and he knows it their an debacle is his baby and he wants to keep it no matter what it costs,1
user user user user user user user user user user he is an angry puppet who is trying to pretend that teaching children acceptance of others and tolerance is somehow political and wrong thats just how hate filled he and his party are that st,0
user guilty until proven innocent right,0
user if the media stop reporting what happens on the view perhaps it will disappear from view if conservative america wanted to know what those imbalanced voices had to say we would watch it the rest of us are busy watching the sidewalk for poop put,1
user user its antifa ford,0
user alternative people died in pr because of a freakin hurricane you half wit,1
user user user i assume the uk conservatives are also massively against early years assessments,0
user how are those strict gun control laws working out for you dems,0
user how she r go fund me page working kamala rama lama ding dong i believe you anita or is it antifa the left is off the rails and heading down hill with a load full of crap keep drinking and smoking your meds,1
user i know a lot of democrats you wish good things for her butt she turned to the dark side,0
user dear andrew i saw the endorsement by cory booker the both of you are made for each other secondly you review are so far left since you and cory both hate the president secondly your e a moron running against rick scott i hope get beat so bad,1
user i really do love you url,0
user user hey user the only men not doing the right thing are liberals and democrats user user user rapists abusers and criminals so you can kiss my white a url,1
user bless their little entitlement selves i will never watch another game,0
user nope hes still trying to make up for that inch difference he laughed checking on his meal again how was it school i mean you must ve been busy considering where you are now,0
user he is so talented,0
user oh good we can start reminding people about the worst administration in history obama the i will not help blacks and hispanics president that sent a plane filled with cash to iran sent guns to mexico so they could kill people and start a gun control,1
user user yall some bitches lol,1
user user user user user you realize he was referring to assault weapons good to know you are begging to have less rights bc you are convinced that life in the usa is too scary with all these darn freedoms mexico has stringent gun control goth,0
user antifa needs a good ole boy ass beating,1
user and he was right,0
user lmfao oo imagine ee but even if i did i wouldnt says hit cost his fandom would go on fire,0
user speaks volumes to the shift of political ideology in canada when a sitting liberal mp identifies more with the the opposition conservatives both parties have shifted too far left,0
user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user us,1
45 million kids in poverty a screwed up universal credit system br exit shambles an economy teetering on the brink the list is endless and the common factor gt user building a country fit for nothing,1
user user user snowflakes are liberals,1
user user user republicans constantly tell us about respecting law enforcement but ignore their judgment on gun control,1
user users hit ode,1
user why should serena willams be paying a fine for speaking the truth she is not responsible for a coach who apparently was trying to sabotage her not just the referee,0
